address,created,id_user,active,Property_type,Price,Bedrooms,Bathrooms,Car_spaces,new_or_established,Swimming_pool,Garage,Balcony,Outdoor_area,Undercover_parking,Shed,Fully_fenced,Outdoor_spa,Tennis_court,Ensuite,DishWasher,Study,Built_in_robes,Alarm_system,Broadband,Floorboards,Gym,Rumpus_room,Workshop,Air_conditioning,Solar_panels,Heating,High_energy_efficiency,Water_tank,Solar_hot_water,user_id,Updated,plan 
"537 Curtis Quad
Vargasmouth, ACT, 2379",2019-06-09 16:22:10,80e27fe9-a7f1-448a-b0c4-2e120a79d3cd,1,Rural,890000,3,6,5,New,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2019-06-09 16:22:10,
"04 Joseph Rosebowl
Murrayberg, WA, 6813",2019-06-09 16:22:10,8a6e9bde-1f5e-4f65-8c68-071298d5a425,1,Rural,390000,14,17,7,Established,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,2019-06-09 16:22:10,
"13 Harrison Pocket
Nelsonfort, NSW, 0884",2019-06-09 16:22:10,13c97035-1625-40c7-8d7b-770f1f818dde,1,Rural,240000,17,12,3,Established,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,2019-06-09 16:22:10,
"25 /
 18 Jordan Cross
South Stevenfort, ACT, 8109",2019-06-09 16:22:10,bf807a14-c376-4221-b8c1-f6de61fcb0ea,1,House,950000,3,6,3,New,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,2019-06-09 16:22:10,
"25 Golden Quadrant
North Christopherstad, NSW, 2032",2019-06-09 16:22:10,8b56a09c-cac1-4834-9e1e-b4b0ed3576e4,1,House,615000,2,10,6,Established,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,2019-06-09 16:22:10,
"9 Antonio Tollway
West Emily, TAS, 2972",2019-06-09 16:22:10,d6469039-1887-43a1-ae07-d30713f58acc,1,Retirement Living,825000,1,13,7,New,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,2019-06-09 16:22:10,
"43 /
 5 Maria Heights
Pattonbury, NT, 2519",2019-06-09 16:22:10,416fd72a-54cc-4b00-8289-1358c67ad369,1,Rural,465000,17,10,7,Established,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,2019-06-09 16:22:10,
"45 Diane Edge
Joneston, NSW, 2697",2019-06-09 16:22:10,e11c0aff-602e-43e9-ad68-c040f7d51b90,1,Retirement Living,810000,12,16,8,Established,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,2019-06-09 16:22:10,
"6 /
 065 Taylor Pass
Friedmanchester, ACT, 3079",2019-06-09 16:22:10,4b68e4f9-48b0-479a-9a87-90c6f2bb72f4,1,Townhouse,225000,5,2,7,New,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,2019-06-09 16:22:10,
"Flat 44
 51 Garcia Rotary
Stephensonmouth, VIC, 2939",2019-06-09 16:22:10,56815c43-2e48-4afc-83de-9ffad077e57f,1,Apartment_Unit,195000,7,4,5,New,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,2019-06-09 16:22:10,
"123 Jenkins Siding
Lake Patricialand, VIC, 2303",2019-06-09 16:22:10,e79e0930-fd74-43a9-b5d6-a2caf98efdd7,1,House,55000,7,9,4,Established,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,2019-06-09 16:22:10,
"Suite 218
 3 Sharon Subway
Lake Sarah, TAS, 2386",2019-06-09 16:22:10,9cb0a69d-61c7-4042-8e2b-9c8d376e6d56,1,Apartment_Unit,530000,5,1,8,Established,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,2019-06-09 16:22:10,
"Flat 54
 150 Jonathan Spur
Port Rhondahaven, QLD, 2999",2019-06-09 16:22:10,8705ce3e-b1c9-4827-b8bb-df843bd3e6e5,1,Acreage,340000,19,19,9,Established,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,2019-06-09 16:22:10,
"650 Mark Chase
Bushborough, VIC, 7982",2019-06-09 16:22:10,acb6e668-cbab-4b52-a98f-fb5bb744cb3a,1,Villa,920000,9,14,6,New,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2019-06-09 16:22:10,
"Level 9
 017 Daniel Anchorage
Jennifermouth, QLD, 6690",2019-06-09 16:22:10,ae2bac32-39e4-4614-bf58-3f76dc202669,1,Land,395000,5,11,8,New,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,2019-06-09 16:22:10,
"490 Curtis Park
Shepardfort, TAS, 2506",2019-06-09 16:22:10,6435ebb1-72ee-47ed-be45-31c1ac7fdcf3,1,Apartment_Unit,705000,9,18,3,Established,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,2019-06-09 16:22:10,
"77 Watkins Retreat
South Alexandratown, NSW, 2643",2019-06-09 16:22:10,5b39a26e-c260-4859-987b-c600ff1c3b05,1,Townhouse,500000,11,1,7,Established,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2019-06-09 16:22:10,
"868 Angela Extension
Brownville, VIC, 2637",2019-06-09 16:22:10,37a1d1ca-1e5a-4f37-94a8-c1ea734ce425,1,Acreage,380000,15,15,8,New,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,2019-06-09 16:22:10,
"Suite 116
 72 Huynh Circus
Christinechester, VIC, 2662",2019-06-09 16:22:10,3487187d-da84-4835-b9e6-dcb9c6ded67d,1,Land,850000,8,13,4,New,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2019-06-09 16:22:10,
"298 Brown Courtyard
Port Shawnbury, ACT, 2244",2019-06-09 16:22:10,52a6bd3c-5373-4626-9bf7-a7ae150544e2,1,Apartment_Unit,790000,2,2,9,New,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,2019-06-09 16:22:10,
"149 Tapia Fire Track
Greenshire, SA, 2989",2019-06-09 16:22:10,46fce9b5-5045-48f2-928c-80afc0ce4add,1,Townhouse,920000,16,6,9,Established,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,2019-06-09 16:22:10,
"Suite 430
 7 Cobb Pathway
South Robertfort, NT, 2910",2019-06-09 16:22:10,713d0935-c749-4584-bd3b-912dca2a61bf,1,Apartment_Unit,790000,18,2,4,New,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,2019-06-09 16:22:10,
"934 David Foreshore
Butlerborough, VIC, 2619",2019-06-09 16:22:10,b8101ff1-d99a-46cf-a751-0dd1caf5ca1a,1,House,700000,1,19,7,Established,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,2019-06-09 16:22:10,
"5 Amy Row
Lake Andrew, NT, 2947",2019-06-09 16:22:10,6ebf14bc-d91c-41bd-bd57-caa43d3c8cae,1,Land,165000,6,17,5,New,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,2019-06-09 16:22:10,
"669 Colton Park
New Tiffanyshire, SA, 2601",2019-06-09 16:22:10,57572520-ef70-4c3a-87ba-85a8b7652d39,1,Apartment_Unit,680000,10,18,6,New,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,2019-06-09 16:22:10,
"Unit 37
 452 Delgado Piazza
South Crystalbury, TAS, 2614",2019-06-09 16:22:10,312d49e6-cf3e-4bfb-8e03-233e360bbeff,1,Retirement Living,255000,9,12,6,New,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,2019-06-09 16:22:10,
"4 Williams Riviera
Mcdonaldhaven, VIC, 2912",2019-06-09 16:22:10,d203b71d-ff81-4b58-acad-519506afc279,1,Villa,620000,4,16,5,Established,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,2019-06-09 16:22:10,
"48 Nicole Extension
Kristifurt, WA, 2983",2019-06-09 16:22:10,1c5b7306-2b70-4173-8f3d-5492b95204ff,1,Villa,965000,9,8,8,Established,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,2019-06-09 16:22:10,
"041 /
 509 Rodgers Bend
Meaganhaven, TAS, 2944",2019-06-09 16:22:10,3ace2fee-96a9-495f-b226-6c6a532fbdd0,1,Apartment_Unit,200000,2,1,1,Established,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,2019-06-09 16:22:10,
"046 /
 07 Anthony Gates
Marshfurt, QLD, 2662",2019-06-09 16:22:10,d570118b-ff7a-4f1b-9c07-95391fe7a641,1,Block Of Units,290000,10,11,9,New,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,2019-06-09 16:22:10,
"9 Payne Intersection
Rogerborough, ACT, 2660",2019-06-09 16:22:10,e7a93554-7618-413b-9c85-cf59656ca161,1,Rural,50000,10,18,5,New,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,2019-06-09 16:22:10,
"Unit 60
 506 Breanna Footway
St. Johnton, QLD, 2906",2019-06-09 16:22:10,a2a97b22-9639-4434-886b-b4c28dbbe6a5,1,Acreage,195000,11,15,4,Established,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,2019-06-09 16:22:10,
"Flat 03
 429 Brooks Range
Michellehaven, NSW, 2648",2019-06-09 16:22:10,a7a054ad-4faa-45fe-8576-7ebad9450960,1,Villa,610000,8,19,6,New,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,2019-06-09 16:22:10,
"2 Katherine Mews
Seanville, TAS, 2936",2019-06-09 16:22:10,b8a1ae0d-5ae3-44bd-b372-ea297a89b8b3,1,House,975000,8,3,7,Established,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,2019-06-09 16:22:10,
"Level 2
 96 Lewis Court
West Evan, QLD, 2956",2019-06-09 16:22:10,b9111891-ef44-4a28-a06f-398b4a736088,1,House,950000,18,15,3,New,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2019-06-09 16:22:10,
"Apt. 194
 07 Randall Tarn
Ashleyfurt, SA, 2608",2019-06-09 16:22:10,dfcf68d9-71d7-4a02-9403-4cabfd4881a4,1,Land,55000,17,3,3,New,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,2019-06-09 16:22:10,
"6 Bryan Amble
East Kathyton, ACT, 3145",2019-06-09 16:22:10,21b68538-b614-42a0-8406-7c8cfa92cd5e,1,Retirement Living,780000,8,7,8,New,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,2019-06-09 16:22:10,
"Unit 13
 3 Christine Brae
West Teresamouth, TAS, 2431",2019-06-09 16:22:10,6715ab60-7fea-4b72-ac19-b10540edbe64,1,Apartment_Unit,145000,15,18,2,Established,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,2019-06-09 16:22:10,
"710 Rosales Grange
Destinytown, NSW, 2910",2019-06-09 16:22:10,f1413bcf-1315-44fd-8e69-b7148f06e572,1,Apartment_Unit,130000,15,17,5,Established,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,2019-06-09 16:22:10,
"825 Brandon Walkway
Michaelchester, ACT, 2710",2019-06-09 16:22:10,bf04b3cc-16e6-4967-ac04-d3fe304057ec,1,Apartment_Unit,370000,12,8,7,New,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2019-06-09 16:22:10,
"9 /
 630 Butler Follow
South Angelaside, VIC, 8747",2019-06-09 16:22:10,75d634f2-3a06-4bbd-bce5-4ae7649439fc,1,Apartment_Unit,115000,12,7,7,New,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,2019-06-09 16:22:10,
"3 Harris Round
Port Clayton, TAS, 0844",2019-06-09 16:22:10,16b35b40-d62b-446f-8567-f409ee555de9,1,Acreage,215000,16,4,1,Established,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,2019-06-09 16:22:10,
"21 /
 357 Rodriguez Pocket
Lewisview, NSW, 2630",2019-06-09 16:22:10,6a96dcdf-4484-4755-97c0-c9d39ae56593,1,Retirement Living,485000,12,14,8,Established,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,2019-06-09 16:22:10,
"6 Castro Reach
Port Alexandraside, NT, 2174",2019-06-09 16:22:10,9a44e28f-1407-488f-92dc-a6752f58ef50,1,Retirement Living,400000,16,9,7,Established,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,2019-06-09 16:22:10,
"249 Goodman Pocket
St. Crystalstad, WA, 2688",2019-06-09 16:22:10,7eba1fb4-3293-4e1e-a29c-2498f8086026,1,Block Of Units,240000,11,6,4,Established,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2019-06-09 16:22:10,
"150 Kelly Link
Burtonborough, NSW, 2135",2019-06-09 16:22:10,0435fcbd-643f-4748-9309-ac6c2963e705,1,House,815000,8,2,3,New,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2019-06-09 16:22:10,
"832 /
 05 Lane Cruiseway
Richardside, ACT, 2920",2019-06-09 16:22:10,6718ffae-27e3-43e0-accb-eb7750024f35,1,Apartment_Unit,770000,19,6,1,New,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,2019-06-09 16:22:10,
"6 Justin Walkway
Port Jeffrey, ACT, 2619",2019-06-09 16:22:10,45694871-0e74-4d3e-bb96-912f36448c7f,1,Townhouse,855000,14,7,6,New,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2019-06-09 16:22:10,
"Suite 904
 0 Chapman Gate
Port Tashafurt, ACT, 2999",2019-06-09 16:22:10,0c08166f-a9d1-48f5-9c3e-3f451da6d63a,1,Townhouse,480000,18,3,7,New,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,2019-06-09 16:22:10,
"868 Foster Front
Smithburgh, VIC, 2074",2019-06-09 16:22:10,5e1dbc2c-5c92-4fa3-8572-cb5be76e759a,1,Townhouse,140000,2,11,5,New,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2019-06-09 16:22:10,
"8 Jason Cove
East Jessicafort, QLD, 2683",2019-06-09 16:22:10,8ad93787-49db-434a-b5af-6a415a607c0f,1,Land,85000,7,17,2,Established,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2019-06-09 16:22:10,
"7 Theresa Towers
Allisonland, NT, 2621",2019-06-09 16:22:10,879914ef-60f4-4974-982a-e7c5092c0e7f,1,Block Of Units,345000,10,13,6,New,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,2019-06-09 16:22:10,
"20 Frederick Colonnade
New Jose, NT, 9839",2019-06-09 16:22:10,9366bb5e-2160-416b-a656-20a366844c63,1,Acreage,360000,12,4,8,New,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,2019-06-09 16:22:10,
"836 /
 693 Gray Service Way
Lake Sara, ACT, 2619",2019-06-09 16:22:10,e3faf9a6-ca9d-44d6-84d9-0d9047b9c957,1,Retirement Living,395000,5,15,7,Established,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,2019-06-09 16:22:10,
"Apt. 475
 619 Reid Quad
Masonshire, VIC, 4543",2019-06-09 16:22:10,88cc90c2-2a0b-47a5-b2ef-249e98d6f558,1,Block Of Units,525000,5,9,7,Established,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,2019-06-09 16:22:10,
"Unit 73
 73 Crystal Villas
Ryanbury, NSW, 2662",2019-06-09 16:22:10,c8159eaa-94e3-4198-bea3-6a71929ab1b7,1,Retirement Living,225000,2,1,6,New,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2019-06-09 16:22:10,
"95 Angela Glade
Port Elizabethfurt, NT, 2408",2019-06-09 16:22:10,81e8656d-85f9-49d6-a521-fe96149ca4f3,1,Villa,955000,13,11,8,Established,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,2019-06-09 16:22:10,
"20 Duffy Courtyard
Isabellafurt, WA, 2929",2019-06-09 16:22:10,0ed58991-7c31-4e11-842f-75fa6963ab5b,1,Land,55000,2,6,4,Established,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,2019-06-09 16:22:10,
"506 /
 7 Maria Dell
Wellsport, SA, 2262",2019-06-09 16:22:10,a05f98e7-d3bc-4c15-93c9-1085d47f24c6,1,Townhouse,95000,2,17,7,New,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,2019-06-09 16:22:10,
"Apt. 690
 57 Chapman Piazza
East Joshuashire, VIC, 6525",2019-06-09 16:22:10,34381322-eb96-42ba-8c00-379449c26033,1,Townhouse,810000,18,7,1,New,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2019-06-09 16:22:10,
"Level 9
 27 Charles Roadside
Wareshire, TAS, 2666",2019-06-09 16:22:10,5e37f0ad-e1db-4337-b1b2-65676e884d9c,1,Apartment_Unit,910000,2,8,5,New,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,2019-06-09 16:22:10,
"5 Burton Crossroad
West Steveton, NSW, 2988",2019-06-09 16:22:10,ce2831bf-899a-4823-a331-6f177de8118e,1,House,835000,9,4,3,Established,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,2019-06-09 16:22:10,
"Suite 376
 78 Roman Garden
Williamland, QLD, 2943",2019-06-09 16:22:10,e72eed7d-82fc-45ac-9c93-dec91aa724e2,1,Villa,225000,2,9,9,Established,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,2019-06-09 16:22:10,
"27 Matthew Colonnade
Moorefort, ACT, 2950",2019-06-09 16:22:10,1875815c-5846-4d26-a54c-eba7ab0e59b5,1,Retirement Living,630000,7,4,7,Established,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,2019-06-09 16:22:10,
"8 /
 8 Crystal Laneway
St. Josephland, NSW, 1140",2019-06-09 16:22:10,1b6eb229-b592-429a-b96f-3e69a65f5077,1,Block Of Units,375000,13,13,6,Established,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,2019-06-09 16:22:10,
"Apt. 192
 4 Leonard Plateau
St. Michael, TAS, 2967",2019-06-09 16:22:10,8a069c9c-ce50-4abb-b190-7ee4974be38e,1,House,55000,7,6,9,Established,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,2019-06-09 16:22:10,
"18 /
 634 Justin Drive
Matthewside, ACT, 3748",2019-06-09 16:22:10,825a6aec-dc73-4d47-b350-be9f7dbac53b,1,Block Of Units,605000,2,7,3,New,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2019-06-09 16:22:10,
"Level 2
 1 Cooper Rise
Cunninghamton, QLD, 2228",2019-06-09 16:22:10,718f7cb4-4653-4df3-b067-d7e969984b08,1,Apartment_Unit,410000,9,6,1,New,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2019-06-09 16:22:10,
"0 Young Quadrangle
Bradleybury, NT, 2545",2019-06-09 16:22:10,fc99704a-5e17-44bb-b635-39be2c9df93f,1,Rural,680000,12,2,5,Established,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,2019-06-09 16:22:10,
"Apt. 899
 40 Clarke Parklands
Abigailmouth, VIC, 3103",2019-06-09 16:22:10,e4dab65b-357e-41c3-a2fc-b5b4f5f58000,1,Rural,800000,16,3,4,New,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,2019-06-09 16:22:10,
"9 Beth Walk
North Haleyview, TAS, 2923",2019-06-09 16:22:10,0ff817c6-046d-4313-a642-c2e99bee1991,1,Villa,670000,2,9,4,New,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,2019-06-09 16:22:10,
"98 Johnson Amble
Ericberg, WA, 2165",2019-06-09 16:22:10,425910bf-b8b3-4af4-b210-43ae7d16d0b7,1,Block Of Units,185000,2,14,1,New,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2019-06-09 16:22:10,
"Unit 36
 3 Emily Elbow
Jordanport, ACT, 9935",2019-06-09 16:22:10,e8660018-4d3f-436e-b481-9f8c6f1d5684,1,Rural,380000,2,17,5,New,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2019-06-09 16:22:10,
"278 Heather Ride
Lake Carmenmouth, VIC, 2619",2019-06-09 16:22:10,70da2271-b891-4d1b-b3b5-3281eebf4ed4,1,Land,145000,8,8,3,New,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,2019-06-09 16:22:10,
"17 Webb Avenue
Michaelburgh, NT, 2630",2019-06-09 16:22:10,0fb40742-72b9-4e62-92cd-312bb20af1a4,1,Apartment_Unit,300000,10,11,1,New,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,2019-06-09 16:22:10,
"4 Jennifer Garden
Pittmanport, TAS, 2970",2019-06-09 16:22:10,c9732381-921a-4ad0-85f0-abbc9b3918b7,1,Block Of Units,885000,6,19,6,Established,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2019-06-09 16:22:10,
"0 Houston Mews
Hahnshire, NT, 2963",2019-06-09 16:22:10,c7759ae3-a1c0-4eb2-ae14-f4cb9a64cdc4,1,Land,150000,6,4,8,Established,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,2019-06-09 16:22:10,
"241 Townsend Quays
South Denise, VIC, 0228",2019-06-09 16:22:10,b058c581-0c98-4979-a70e-7840cbb3792d,1,Apartment_Unit,55000,8,18,7,Established,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,2019-06-09 16:22:10,
"300 Phillip Part
Daltontown, WA, 2914",2019-06-09 16:22:10,c8e6947c-bebe-4451-b5a9-d707359288c1,1,Block Of Units,690000,5,14,2,Established,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,2019-06-09 16:22:10,
"0 /
 46 Morgan Walk
Herreraville, TAS, 2993",2019-06-09 16:22:10,e94e25d0-e1c0-40ad-a69e-aa9a8761fc73,1,Land,985000,5,18,3,New,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,2019-06-09 16:22:10,
"Flat 61
 949 Sarah Lees
North Tamara, ACT, 2956",2019-06-09 16:22:10,7fd4fdf2-07b3-47a6-afe6-3d212d43c843,1,Retirement Living,590000,15,1,5,Established,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,2019-06-09 16:22:10,
"Flat 20
 8 Mitchell Hill
Lopezview, WA, 0253",2019-06-09 16:22:10,bcc269bf-96d5-4f64-845a-e35bf9c24148,1,House,780000,10,9,7,Established,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,2019-06-09 16:22:10,
"92 Donald Crossing
East Kristamouth, NSW, 9167",2019-06-09 16:22:10,d5d165f5-3298-4b16-8e2e-c212a3825395,1,House,490000,4,4,9,New,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,2019-06-09 16:22:10,
"Level 9
 35 Watkins Strand
North Joseph, VIC, 2648",2019-06-09 16:22:10,f5707a2f-3a22-4c88-bff4-bbd9a702f705,1,Apartment_Unit,55000,6,8,2,Established,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,2019-06-09 16:22:10,
"451 /
 593 Bryan Court
East Danielborough, TAS, 2939",2019-06-09 16:22:10,a6b7631e-67f7-4b79-bae5-def07be9cf31,1,Apartment_Unit,55000,3,11,8,Established,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2019-06-09 16:22:10,
"Flat 93
 901 Hall Walkway
Robinsonbury, ACT, 2998",2019-06-09 16:22:10,0c4952df-b3d8-4556-8432-5d74e20968a0,1,Retirement Living,60000,16,17,3,Established,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,2019-06-09 16:22:10,
"Unit 85
 595 Shaw Slope
Sanchezborough, ACT, 2679",2019-06-09 16:22:10,e235ab4b-8fcc-4535-9b4b-5eec2f66b3b5,1,Rural,615000,18,9,6,Established,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,2019-06-09 16:22:10,
"3 Campbell Dell
Paulberg, VIC, 2392",2019-06-09 16:22:10,77e561c3-9989-48a4-8e13-2cc4fc2eba30,1,Retirement Living,280000,7,7,8,New,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,2019-06-09 16:22:10,
"3 Kristen Edge
Claytonmouth, TAS, 2671",2019-06-09 16:22:10,47af3157-a27d-4bdb-a959-f510883acc16,1,House,690000,12,19,4,Established,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2019-06-09 16:22:10,
